,ConvertedCompYearly
8001,85846.0
8003,45111.0
8005,90221.0
8006,26891.0
8010,89087.0
8011,141751.0
8012,60147.0
8013,44544.0
8014,46185.0
8015,6676.0
8016,75184.0
8017,98000.0
8019,80555.0
8020,37434.0
8021,85925.0
8023,85846.0
8024,48333.0
8025,8647.0
8026,60000.0
8027,50955.0
8028,51555.0
8029,95384.0
8030,14411.0
8031,80555.0
8032,65086.0
8033,250000.0
8034,42962.0
8035,86624.0
8036,47259.0
8037,45461.0
8038,100000.0
8039,37485.0
8040,71239.0
8041,51555.0
8043,38535.0
8044,60147.0
8046,51555.0
8047,78988.0
8048,120307.0
8050,42162.0
8053,23200.0
8054,120000.0
8055,55000.0
8056,57999.0
8057,18000.0
8058,34370.0
8059,45111.0
8060,181500.0
8062,44702.0
8066,85925.0
8067,97098.0
8068,16780.0
8069,3847.0
8074,154665.0
8075,103110.0
8076,104923.0
8078,99099.0
8079,9667.0
8080,108280.0
8081,45111.0
8085,158000.0
8088,4511.0
8089,7178.0
8092,80555.0
8093,96666.0
8100,63644.0
8101,170000.0
8102,15037.0
8103,32222.0
8104,95384.0
8105,59073.0
8107,118000.0
8109,26989.0
8110,145000.0
8111,37447.0
8113,96500.0
8114,133700.0
8117,32222.0
8120,4315.0
8121,54937.0
8124,44516.0
8125,133000.0
8126,35433.0
8127,11852.0
8132,22378.0
8133,69170.0
8135,18548.0
8136,12308.0
8137,31148.0
8138,105000.0
8139,36518.0
8140,13054.0
8141,24703.0
8142,178343.0
8144,180000.0
8146,23629.0
8149,210000.0
8150,37592.0
8156,72912.0
8157,7405.0
8159,80000.0
8163,2400.0
8164,150369.0
8166,150369.0
8167,64444.0
8170,50955.0
8171,110827.0
8172,77000.0
8173,19457.0
8174,200000.0
8178,45111.0
8179,107406.0
8180,99546.0
8181,4033.0
8182,107406.0
8184,9324.0
8185,15037.0
8186,145000.0
8188,150369.0
8191,190000.0
8192,51555.0
8193,90000.0
8195,66000.0
8196,113851.0
8197,108163.0
8199,146000.0
8200,42300.0
8201,66239.0
8202,56925.0
8203,38216.0
8204,77159.0
8207,59872.0
8208,2944.0
8209,98135.0
8210,26320.0
8211,53703.0
8212,57999.0
8214,82785.0
8216,54728.0
8217,33189.0
8218,180000.0
8219,16111.0
8224,26157.0
8227,83200.0
8228,194286.0
8230,64732.0
8231,42748.0
8232,62516.0
8233,54520.0
8234,104399.0
8235,170000.0
8236,120000.0
8240,85925.0
8242,60577.0
8244,10049.0
8246,90700.0
8247,115000.0
8249,92155.0
8251,171600.0
8258,40814.0
8259,141918.0
8260,44037.0
8261,33296.0
8262,2782.0
8263,180000.0
8264,3294.0
8265,46185.0
8266,167125.0
8268,83777.0
8269,44431.0
8270,65799.0
8273,51935.0
8274,50885.0
8278,95000.0
8280,142000.0
8282,84000.0
8283,22569.0
8284,1481.0
8286,55000.0
8287,81528.0
8289,26499.0
8290,50481.0
8291,120000.0
8293,74644.0
8294,202000.0
8295,49431.0
8297,38666.0
8300,115202.0
8301,48572.0
8302,53703.0
8303,67988.0
8305,10424.0
8306,101830.0
8307,81000.0
8308,76433.0
8310,20664.0
8311,59073.0
8312,132223.0
8315,46041.0
8318,150000.0
8319,90221.0
8320,145000.0
8324,39740.0
8325,37592.0
8328,41888.0
8330,160000.0
8331,90221.0
8332,164000.0
8333,44343.0
8334,67200.0
8336,38861.0
8339,95384.0
8340,110628.0
8343,58799.0
8344,48333.0
8346,18182.0
8349,90000.0
8351,43059.0
8352,133700.0
8353,79189.0
8354,105000.0
8356,65732.0
8357,114649.0
8359,104005.0
8361,159235.0
8362,30074.0
8363,102036.0
8365,85925.0
8368,121444.0
8369,65969.0
8373,37592.0
8374,35444.0
8375,63330.0
8376,230000.0
8377,26891.0
8378,37592.0
8379,6444.0
8382,123000.0
8384,31105.0
8385,3089.0
8386,55000.0
8387,38666.0
8388,3404.0
8389,41872.0
8390,53703.0
8391,51555.0
8394,53703.0
8395,130847.0
8396,50885.0
8398,220000.0
8399,60000.0
8401,130000.0
8402,145000.0
8403,26852.0
8405,59073.0
8406,42653.0
8409,9324.0
8410,56066.0
8411,170000.0
8412,130000.0
8415,35444.0
8416,51480.0
8418,221713.0
8421,85925.0
8422,12000.0
8423,10589.0
8424,62296.0
8425,96666.0
8430,167125.0
8433,11010.0
8436,130000.0
8437,36346.0
8439,72693.0
8440,53703.0
8441,65424.0
8442,43692.0
8445,39490.0
8447,150000.0
8449,21127.0
8450,114388.0
8451,127388.0
8454,231000.0
8455,5595.0
8458,64444.0
8462,29696.0
8463,97500.0
8464,55323.0
8465,79962.0
8467,59073.0
8469,11129.0
8471,96666.0
8472,67666.0
8477,140000.0
8481,70584.0
8482,56051.0
8483,79962.0
8484,75184.0
8485,65907.0
8487,22139.0
8488,48833.0
8489,10900.0
8496,43312.0
8498,16143.0
8499,69814.0
8500,111417.0
8501,228096.0
8502,79962.0
8506,105000.0
8507,35433.0
8508,53703.0
8509,73036.0
8510,92369.0
8514,53703.0
8515,172924.0
8516,7740.0
8518,113653.0
8519,180000.0
8520,109039.0
8521,7140.0
8523,200000.0
8524,32269.0
8525,85925.0
8526,96666.0
8527,60147.0
8528,80000.0
8530,144002.0
8531,32222.0
8535,44647.0
8536,75184.0
8537,33498.0
8540,113851.0
8541,14919.0
8543,94501.0
8545,144842.0
8546,60000.0
8547,22216.0
8549,180000.0
8550,10093.0
8552,250000.0
8553,40170.0
8554,17615.0
8557,132000.0
8558,59391.0
8559,65799.0
8560,75184.0
8561,80000.0
8563,12921.0
8564,98000.0
8566,150000.0
8567,8655.0
8568,170000.0
8569,6798.0
8574,56925.0
8575,111417.0
8576,200000.0
8578,97000.0
8579,50955.0
8580,43500.0
8581,37026.0
8582,220000.0
8584,101770.0
8585,192000.0
8586,100962.0
8588,69814.0
8589,45111.0
8591,72693.0
8592,90000.0
8593,90000.0
8596,42962.0
8597,88699.0
8600,8614.0
8601,64444.0
8602,25000.0
8603,160000.0
8605,200000.0
8606,95557.0
8608,82802.0
8609,25777.0
8610,23945.0
8611,150000.0
8612,30074.0
8613,69058.0
8614,100000.0
8615,125000.0
8617,48333.0
8618,36052.0
8624,50000.0
8627,35444.0
8628,80555.0
8630,53703.0
8631,237600.0
8633,34724.0
8634,20055.0
8635,110628.0
8636,175000.0
8637,28000.0
8641,38216.0
8642,85925.0
8645,104615.0
8646,96666.0
8647,69814.0
8649,95000.0
8650,60147.0
8651,44000.0
8652,96666.0
8654,49681.0
8655,100000.0
8657,47557.0
8660,107406.0
8661,39740.0
8662,20231.0
8663,155984.0
8664,12889.0
8666,64444.0
8667,52229.0
8668,47366.0
8669,130593.0
8670,11040.0
8671,135000.0
8676,63370.0
8677,85925.0
8678,97740.0
8679,15798.0
8680,120295.0
8681,28256.0
8683,16111.0
8684,28533.0
8685,71239.0
8687,68677.0
8688,15600.0
8689,165000.0
8690,87000.0
8696,90000.0
8697,71781.0
8698,54777.0
8699,6030.0
8700,50000.0
8701,175000.0
8705,107406.0
8711,135000.0
8713,49493.0
8715,110000.0
8716,71000.0
8717,104955.0
8719,69814.0
8720,63694.0
8722,90000.0
8724,211000.0
8725,47059.0
8726,18000.0
8727,50885.0
8732,48333.0
8735,116309.0
8738,243000.0
8740,54777.0
8741,58737.0
8743,85925.0
8744,100000.0
8745,75184.0
8749,101000.0
8750,159924.0
8751,22409.0
8754,3059.0
8755,130000.0
8756,59670.0
8757,31148.0
8758,102000.0
8760,133700.0
8762,15466.0
8764,30367.0
8766,32222.0
8768,200000.0
8770,74147.0
8774,48916.0
8775,64444.0
8776,87898.0
8779,130000.0
8780,7800.0
8782,51555.0
8783,21534.0
8787,130000.0
8788,138000.0
8789,72611.0
8790,5742.0
8792,69785.0
8793,50481.0
8794,70063.0
8796,195000.0
8801,43127.0
8802,10169.0
8805,58154.0
8808,178343.0
8811,19142.0
8816,12000.0
8817,117253.0
8820,6580.0
8822,134672.0
8823,75000.0
8824,31999.0
8825,110000.0
8826,211464.0
8827,163000.0
8831,105258.0
8832,216559.0
8835,84500.0
8837,26993.0
8838,215898.0
8840,76258.0
8842,102036.0
8844,91379.0
8846,64444.0
8847,110000.0
8852,14383.0
8853,36518.0
8857,45784.0
8859,111000.0
8861,165000.0
8862,75184.0
8863,54923.0
8864,3209.0
8865,160000.0
8866,150000.0
8868,167979.0
8869,97143.0
8871,107586.0
8875,16630.0
8877,137480.0
8879,145000.0
8880,180000.0
8881,69422.0
8882,230000.0
8887,60000.0
8889,170000.0
8890,59073.0
8891,2294.0
8892,74970.0
8893,14411.0
8895,71270.0
8900,16784.0
8901,185000.0
8905,85536.0
8906,81663.0
8907,190000.0
8908,79000.0
8910,99099.0
8911,120000.0
8913,27973.0
8915,101910.0
8916,190000.0
8918,152655.0
8920,52629.0
8922,14919.0
8923,191082.0
8924,69000.0
8925,112000.0
8926,54351.0
8927,51448.0
8929,70193.0
8930,29909.0
8933,95384.0
8936,170000.0
8940,4738.0
8942,5982.0
8945,35041.0
8947,150000.0
8949,46185.0
8950,18665.0
8952,30453.0
8953,92000.0
8959,120330.0
8960,85925.0
8965,85536.0
8966,67604.0
8967,1569.0
8970,49493.0
8971,193331.0
8973,160000.0
8975,173000.0
8976,141776.0
8980,123566.0
8981,87231.0
8983,75000.0
8984,123000.0
8985,82000.0
8987,64691.0
8988,76433.0
8989,12938.0
8991,205000.0
8993,99000.0
8999,68740.0
9002,26852.0
9003,71270.0
9004,130000.0
9005,121000.0
9006,82251.0
9009,58490.0
9010,139000.0
9011,165000.0
9013,111655.0
9015,10947.0
9016,163000.0
9017,43312.0
9018,187000.0
9020,98986.0
9021,15665.0
9022,135000.0
9023,73401.0
9024,21663.0
9025,19161.0
9027,175000.0
9029,7524.0
9031,125000.0
9032,69814.0
9033,22464.0
9034,22378.0
9035,138000.0
9036,86309.0
9037,130000.0
9041,107406.0
9042,110000.0
9046,129285.0
9049,123517.0
9051,20000.0
9056,80000.0
9058,65424.0
9061,60000.0
9062,30074.0
9064,93244.0
9067,107406.0
9069,199000.0
9072,5381.0
9074,260000.0
9075,183000.0
9081,20936.0
9083,39981.0
9084,9571.0
9085,7087.0
9086,69388.0
9087,75184.0
9088,90221.0
9089,66769.0
9090,40000.0
9092,4546.0
9094,80000.0
9095,120000.0
9096,150000.0
9097,175000.0
9098,41160.0
9100,118000.0
9101,149000.0
9104,64444.0
9108,23073.0
9109,9600.0
9110,24746.0
9111,89000.0
9116,65271.0
9118,67227.0
9119,60976.0
9120,155000.0
9122,35292.0
9123,11485.0
9124,114365.0
9126,125000.0
9127,80555.0
9129,16111.0
9131,104000.0
9132,79189.0
9133,85778.0
9134,47843.0
9135,220000.0
9136,58154.0
9137,33296.0
9138,7461.0
9140,12898.0
9143,8696.0
9144,96933.0
9146,12615.0
9147,85350.0
9148,69814.0
9149,144842.0
9150,40000.0
9151,18905.0
9152,89087.0
9153,33969.0
9155,63606.0
9156,200000.0
9158,76258.0
9160,26320.0
9161,12138.0
9162,142000.0
9163,120330.0
9164,12229.0
9167,180000.0
9169,85000.0
9174,186190.0
9176,252000.0
9178,160000.0
9179,1472.0
9180,150000.0
9181,203540.0
9182,58238.0
9184,185000.0
9185,109039.0
9186,62381.0
9187,74873.0
9188,107406.0
9189,10782.0
9190,5370.0
9191,105000.0
9194,48333.0
9195,160000.0
9196,161000.0
9197,16749.0
9198,42923.0
9199,81000.0
9205,152655.0
9208,59073.0
9209,211000.0
9210,117000.0
9212,34005.0
9216,200000.0
9217,62000.0
9218,150000.0
9220,20300.0
9222,94704.0
9223,45111.0
9224,61759.0
9227,10243.0
9228,90000.0
9229,12000.0
9230,60560.0
9232,48333.0
9233,203821.0
9234,80000.0
9235,1120.0
9236,37592.0
9237,102036.0
9238,38197.0
9239,120000.0
9240,75184.0
9242,130541.0
9243,30000.0
9244,55425.0
9245,64444.0
9247,127388.0
9250,7196.0
9251,1481.0
9252,64444.0
9254,100000.0
9255,67135.0
9256,66373.0
9257,72450.0
9259,121429.0
9262,42892.0
9263,32712.0
9266,170000.0
9267,101910.0
9269,165000.0
9271,59073.0
9272,65000.0
9273,24731.0
9274,3000.0
9275,180000.0
9277,66592.0
9279,165000.0
9280,66592.0
9281,9571.0
9284,115202.0
9285,31847.0
9286,53703.0
9287,20000.0
9289,79962.0
9290,70000.0
9291,37120.0
9292,143076.0
9294,66066.0
9295,66769.0
9296,52992.0
9297,34687.0
9298,90000.0
9300,97740.0
9302,13920.0
9303,127388.0
9304,44757.0
9307,1411.0
9308,91295.0
9309,22216.0
9310,115000.0
9312,95000.0
9314,86000.0
9315,55422.0
9316,46622.0
9317,240000.0
9321,110000.0
9323,8504.0
9324,165000.0
9325,139628.0
9326,113401.0
9327,21633.0
9328,99999.0
9330,21481.0
9331,101770.0
9332,118147.0
9333,7459.0
9337,30924.0
9338,152865.0
9339,16807.0
9341,180000.0
9342,140000.0
9343,98135.0
9345,48000.0
9347,23629.0
9348,67236.0
9350,161109.0
9352,9600.0
9354,126000.0
9356,16111.0
9357,58598.0
9359,166480.0
9360,120000.0
9364,170000.0
9365,133755.0
9366,134454.0
9369,75000.0
9370,196000.0
9371,64691.0
9372,66592.0
9374,32954.0
9377,95000.0
9378,200000.0
9379,75184.0
9381,47259.0
9383,170000.0
9386,34958.0
9389,225553.0
9390,150369.0
9391,26954.0
9392,16560.0
9393,111892.0
9395,6600.0
9397,144842.0
9398,19870.0
9399,69373.0
9400,59073.0
9402,2801.0
9406,98814.0
9410,90866.0
9413,20396.0
9415,36485.0
9416,6000.0
9418,225000.0
9419,77013.0
9420,16739.0
9422,47554.0
9423,47692.0
9425,169000.0
9427,50000.0
9430,97000.0
9431,3987.0
9432,100000.0
9436,23760.0
9437,35444.0
9438,146072.0
9439,9117.0
9440,60000.0
9441,46185.0
9442,85925.0
9444,150369.0
9447,32222.0
9448,19022.0
9451,107406.0
9452,150000.0
9453,136000.0
9454,105000.0
9455,60147.0
9457,89172.0
9458,114128.0
9459,66616.0
9460,6444.0
9463,127000.0
9464,102036.0
9465,200000.0
9466,91997.0
9467,9648.0
9470,2524.0
9471,83000.0
9472,53703.0
9473,32222.0
9474,21886.0
9475,73950.0
9476,107406.0
9479,160000.0
9480,74110.0
9481,143000.0
9482,74400.0
9485,32222.0
9486,199642.0
9488,39740.0
9490,71280.0
9492,125000.0
9494,103571.0
9495,75184.0
9497,64444.0
9500,120000.0
9501,1196.0
9504,120000.0
9505,76433.0
9506,51065.0
9507,18000.0
9508,107406.0
9512,32222.0
9513,11848.0
9514,25777.0
9516,66615.0
9519,1782.0
9520,80555.0
9521,57000.0
9522,40682.0
9523,24243.0
9526,10800.0
9529,12000.0
9530,45860.0
9531,12000.0
9532,65578.0
9533,44544.0
9536,95000.0
9537,45860.0
9538,4048.0
9539,103681.0
9540,65279.0
9541,254354.0
9542,95000.0
9543,11815.0
9544,130000.0
9547,53703.0
9548,35444.0
9550,139628.0
9551,4600.0
9553,17945.0
9554,37592.0
9557,102036.0
9558,55000.0
9560,148000.0
9562,117000.0
9563,79962.0
9564,209000.0
9565,47660.0
9566,85886.0
9567,79279.0
9568,43155.0
9569,47535.0
9570,59073.0
9571,130000.0
9573,18492.0
9576,80555.0
9578,12000.0
9579,180000.0
9580,47677.0
9583,101940.0
9584,90736.0
9586,90000.0
9587,250000.0
9588,53703.0
9590,184985.0
9591,140000.0
9593,132132.0
9596,92492.0
9597,198198.0
9598,14356.0
9602,102950.0
9603,75000.0
9604,92492.0
9605,99099.0
9606,220000.0
9607,185000.0
9610,65000.0
9611,153000.0
9612,79279.0
9614,47250.0
9617,130000.0
9618,110000.0
9619,75000.0
9620,181732.0
9621,160000.0
9623,75000.0
9625,129381.0
9629,66877.0
9631,105706.0
9632,15000.0
9635,6469.0
9639,140000.0
9641,153641.0
9643,150000.0
9644,20696.0
9645,3230.0
9648,100000.0
9651,43616.0
9653,175000.0
9654,7269.0
9656,65424.0
9665,56000.0
9668,175000.0
9669,79279.0
9670,145000.0
9672,22378.0
9673,163559.0
9675,180000.0
9677,135000.0
9678,165165.0
9680,250000.0
9681,250000.0
9683,145345.0
9685,18649.0
9687,136096.0
9688,59817.0
9689,70000.0
9691,109039.0
9692,107271.0
9693,240000.0
9698,190000.0
9704,172000.0
9708,175000.0
9709,75000.0
9713,22405.0
9714,112000.0
9715,15275.0
9716,65271.0
9720,21564.0
9721,5719.0
9722,210000.0
9723,232834.0
9724,55425.0
9726,215000.0
9729,148000.0
9730,202000.0
9733,150000.0
9734,65424.0
9736,96000.0
9738,35809.0
9742,100000.0
9744,30657.0
9746,65424.0
9747,225000.0
9748,85886.0
9752,55190.0
9756,127940.0
9757,40149.0
9758,13963.0
9759,165000.0
9761,59817.0
9762,96456.0
9763,130000.0
9765,112312.0
9766,24003.0
9767,125000.0
9768,46246.0
9769,87000.0
9770,32696.0
9771,200000.0
9773,5924.0
9775,94501.0
9777,23936.0
9780,79279.0
9782,54239.0
9784,16951.0
9786,85886.0
9787,150000.0
9789,35421.0
9792,72673.0
9794,60157.0
9795,15553.0
9797,96090.0
9798,46092.0
9799,175000.0
9801,220000.0
9804,11963.0
9807,187701.0
9808,76821.0
9809,80220.0
9810,51009.0
9813,16710.0
9815,8374.0
9816,150000.0
9817,21760.0
9819,145374.0
9820,80000.0
9823,36914.0
9825,16749.0
9828,29738.0
9830,53703.0
9831,143076.0
9836,19820.0
9837,24780.0
9839,132132.0
9840,130000.0
9841,120000.0
9843,1975.0
9845,42394.0
9846,101403.0
9847,6624.0
9849,44000.0
9851,56817.0
9852,128887.0
9855,91295.0
9857,17945.0
9859,101910.0
9860,7178.0
9863,112312.0
9864,200000.0
9867,28712.0
9868,59073.0
9869,14356.0
9871,13426.0
9874,165165.0
9877,14810.0
9880,23303.0
9882,12889.0
9887,80000.0
9890,118147.0
9893,92369.0
9894,53452.0
9896,80555.0
9898,53606.0
9900,102036.0
9901,89189.0
9902,56156.0
9903,37666.0
9905,13533.0
9907,46185.0
9908,71962.0
9911,6387.0
9912,48045.0
9915,21266.0
9918,5370.0
9919,5370.0
9920,94732.0
9921,23927.0
9924,73566.0
9926,52629.0
9928,38283.0
9929,4905.0
9930,79051.0
9936,79555.0
9938,61866.0
9940,74761.0
9942,75659.0
9944,67227.0
9945,99099.0
9948,2746.0
9949,45111.0
9952,19253.0
9953,8614.0
9954,57175.0
9955,49600.0
9956,48333.0
9958,76248.0
9959,32222.0
9963,3589.0
9964,1364.0
9965,107406.0
9966,64444.0
9967,18350.0
9969,45111.0
9970,39740.0
9971,142560.0
9973,64444.0
9974,23697.0
9976,22555.0
9977,28612.0
9978,64444.0
9979,96666.0
9980,49407.0
9981,2148.0
9982,155984.0
9984,6038.0
9985,79481.0
9986,8687.0
9987,52477.0
9990,102950.0
9991,32170.0
9992,71781.0
9993,30914.0
9996,80555.0
9997,53503.0
9998,94267.0
10001,216559.0
10002,103110.0
10006,148413.0
10007,30074.0
10008,84076.0
10009,24000.0
10010,3992.0
10011,19118.0
10013,30000.0
10015,24703.0
10019,32109.0
10020,4307.0
10021,22731.0
10022,25777.0
10025,10424.0
10031,32120.0
10032,12586.0
10033,38666.0
10034,1737.0
10035,62296.0
10036,107406.0
10037,8391.0
10038,95026.0
10039,61222.0
10040,72065.0
10043,48333.0
10044,83467.0
10045,144842.0
10047,85925.0
10048,68662.0
10050,72287.0
10051,129936.0
10052,75184.0
10053,42425.0
10055,75184.0
10056,65424.0
10058,66592.0
10061,61222.0
10063,48333.0
10064,109039.0
10072,27221.0
10074,69814.0
10076,21481.0
10077,71425.0
10078,32222.0
10080,32002.0
10081,107406.0
10082,146496.0
10083,23629.0
10085,16111.0
10087,67516.0
10089,45111.0
10090,63694.0
10091,214355.0
10093,18055.0
10094,6336.0
10095,53703.0
10098,21381.0
10099,69121.0
10100,2393.0
10102,136802.0
10103,108794.0
10104,29909.0
10107,111417.0
10108,61222.0
10111,23703.0
10113,24707.0
10114,44037.0
10116,59288.0
10117,6586.0
10119,161109.0
10123,52430.0
10124,165165.0
10126,12889.0
10128,27969.0
10129,24166.0
10131,9571.0
10132,16986.0
10138,108956.0
10142,26061.0
10143,45784.0
10144,14594.0
10145,59073.0
10147,32759.0
10148,152865.0
10150,11963.0
10151,15553.0
10152,45655.0
10153,25241.0
10154,58344.0
10155,76433.0
10156,23303.0
10157,53703.0
10159,70063.0
10162,76433.0
10163,5848.0
10164,44681.0
10165,16749.0
10167,61789.0
10168,113851.0
10169,64444.0
10173,107406.0
10176,92000.0
10177,13963.0
10178,41888.0
10179,1481.0
10180,31847.0
10181,38666.0
10183,102036.0
10185,10641.0
10186,52629.0
10187,64444.0
10188,85925.0
10190,16128.0
10191,34694.0
10192,51555.0
10193,144842.0
10197,23889.0
10198,89249.0
10199,22555.0
10200,48870.0
10201,39203.0
10202,47854.0
10203,58598.0
10204,40000.0
10205,64444.0
10208,29696.0
10212,30074.0
10213,120000.0
10214,116988.0
10216,63694.0
10218,44431.0
10220,34370.0
10221,200000.0
10222,2339.0
10224,10767.0
10226,51836.0
10228,29909.0
10232,53703.0
10233,69814.0
10234,40676.0
10235,150369.0
10239,75000.0
10240,76433.0
10241,17927.0
10242,148479.0
10244,89259.0
10246,57230.0
10247,44544.0
10249,4785.0
10250,80555.0
10253,31612.0
10255,67666.0
10256,45111.0
10258,77332.0
10260,98986.0
10262,3000.0
10263,16111.0
10264,57140.0
10265,64341.0
10266,214812.0
10267,64968.0
10268,19661.0
10269,86905.0
10273,83563.0
10274,59073.0
10275,69814.0
10277,57325.0
10279,43839.0
10281,64178.0
10284,61222.0
10285,31273.0
10287,45111.0
10288,6135.0
10291,100275.0
10292,10820.0
10294,79588.0
10296,51786.0
10297,64444.0
10298,37026.0
10300,59391.0
10301,54220.0
10303,16291.0
10304,25876.0
10306,1232.0
10307,26852.0
10311,101910.0
10312,52122.0
10313,3135.0
10314,64273.0
10316,64444.0
10317,32222.0
10321,4546.0
10323,5378.0
10324,40814.0
10325,35328.0
10327,59073.0
10329,19142.0
10330,1234.0
10331,80000.0
10333,51555.0
10334,24489.0
10335,100000.0
10337,10880.0
10338,39740.0
10339,89172.0
10340,27080.0
10341,29101.0
10342,107406.0
10343,1793.0
10350,42943.0
10351,41888.0
10356,120000.0
10359,48333.0
10360,45111.0
10361,37120.0
10364,61222.0
10366,44037.0
10368,123048.0
10371,48314.0
10374,134921.0
10375,18548.0
10376,84633.0
10377,64444.0
10378,88862.0
10379,24731.0
10380,63057.0
10382,200939.0
10385,10169.0
10387,59391.0
10389,12000.0
10390,29000.0
10393,17772.0
10395,24684.0
10396,102000.0
10399,79381.0
10401,47134.0
10403,52356.0
10406,96666.0
10407,57071.0
10408,25123.0
10409,77332.0
10410,161905.0
10411,76307.0
10412,2839.0
10413,28712.0
10414,32222.0
10417,40814.0
10418,17323.0
10421,127692.0
10422,56633.0
10424,55099.0
10425,182591.0
10430,75184.0
10433,5982.0
10435,64603.0
10438,40358.0
10441,41888.0
10442,32610.0
10443,41828.0
10444,190445.0
10446,50000.0
10449,5128.0
10451,16111.0
10452,21481.0
10453,90783.0
10456,80555.0
10457,18069.0
10461,107406.0
10464,11600.0
10465,40814.0
10468,127388.0
10472,100000.0
10475,72001.0
10476,76307.0
10480,70113.0
10481,71962.0
10484,42333.0
10485,63694.0
10489,2098.0
10491,59073.0
10494,38283.0
10496,67666.0
10498,89808.0
10499,6809.0
10500,105000.0
10501,27175.0
10502,77332.0
10503,128682.0
10508,48333.0
10510,11163.0
10511,23927.0
10515,77992.0
10516,46899.0
10517,106332.0
10518,88912.0
10522,60000.0
10524,53703.0
10526,55851.0
10528,140127.0
10529,57462.0
10530,92369.0
10532,120295.0
10534,64444.0
10535,51555.0
10536,56086.0
10538,9571.0
10539,54283.0
10540,115202.0
10542,32077.0
10543,101910.0
10544,110191.0
10545,12889.0
10547,63155.0
10548,61222.0
10549,42962.0
10550,101910.0
10551,83243.0
10558,1196.0
10559,80000.0
10560,111702.0
10562,57230.0
10567,45873.0
10568,54777.0
10570,25000.0
10573,26854.0
10575,22283.0
10576,69599.0
10578,220000.0
10580,96666.0
10581,15457.0
10582,91295.0
10583,96666.0
10584,96666.0
10585,55495.0
10586,20386.0
10587,32222.0
10591,53703.0
10592,75184.0
10595,165000.0
10596,7852.0
10597,50955.0
10598,7000.0
10599,47259.0
10601,45111.0
10606,11189.0
10608,28000.0
10609,64444.0
10610,41888.0
10611,10197.0
10612,53782.0
10614,1436.0
10617,27024.0
10619,28570.0
10620,8374.0
10621,87508.0
10622,28000.0
10625,96511.0
10627,44586.0
10631,97954.0
10635,110000.0
10639,7518.0
10641,8614.0
10643,65518.0
10645,104184.0
10646,6646.0
10647,4187.0
10648,53703.0
10650,52122.0
10651,71538.0
10652,5000.0
10654,60000.0
10655,64444.0
10656,13445.0
10657,65000.0
10658,67666.0
10659,8639.0
10660,133700.0
10664,93244.0
10665,16111.0
10666,75184.0
10667,48333.0
10668,69814.0
10669,40814.0
10671,1599.0
10672,84930.0
10673,34557.0
10674,65518.0
10677,21481.0
10682,109840.0
10683,51078.0
10684,123419.0
10685,127288.0
10686,152300.0
10687,59073.0
10690,55628.0
10694,242037.0
10696,2468.0
10697,250000.0
10698,3544.0
10699,95384.0
10700,111417.0
10704,93443.0
10706,64444.0
10709,63877.0
10710,36000.0
10713,51555.0
10715,120000.0
10717,47259.0
10721,99099.0
10722,79910.0
10723,45111.0
10725,165604.0
10727,32222.0
10731,42962.0
10733,54777.0
10736,45111.0
10737,37592.0
10743,22378.0
10744,6509.0
10745,230000.0
10746,41872.0
10747,66592.0
10750,120000.0
10752,12000.0
10753,29077.0
10757,140000.0
10758,62296.0
10759,122062.0
10760,60000.0
10762,125000.0
10764,63694.0
10766,85925.0
10768,150000.0
10769,35981.0
10770,52853.0
10772,155984.0
10775,45111.0
10776,140000.0
10777,96000.0
10778,85925.0
10786,42962.0
10787,40814.0
10789,66769.0
10790,17945.0
10792,63694.0
10795,144000.0
10796,48333.0
10801,85886.0
10802,42962.0
10809,24684.0
10812,85925.0
10814,140000.0
10819,75000.0
10820,75184.0
10821,66151.0
10822,1550.0
10823,22128.0
10824,84232.0
10825,47250.0
10827,140000.0
10828,40763.0
10829,19333.0
10832,77707.0
10839,48333.0
10840,86401.0
10841,36518.0
10842,53703.0
10843,4937.0
10848,81526.0
10850,193331.0
10851,180000.0
10853,85000.0
10855,77014.0
10856,40000.0
10858,30074.0
10860,91295.0
10861,1160.0
10862,76091.0
10864,5694.0
10865,48578.0
10866,7920.0
10871,61222.0
10872,85350.0
10875,39490.0
10877,10408.0
10878,75184.0
10879,41888.0
10880,74052.0
10881,13452.0
10882,42962.0
10885,200000.0
10886,218079.0
10888,13597.0
10889,140000.0
10890,47259.0
10892,53703.0
10896,76433.0
10897,120000.0
10898,50266.0
10899,1500.0
10902,51555.0
10904,48333.0
10906,4250.0
10909,6723.0
10910,60000.0
10911,127388.0
10912,5982.0
10913,142477.0
10915,75184.0
10917,96815.0
10922,165000.0
10924,142666.0
10925,29621.0
10927,105706.0
10928,75184.0
10930,32544.0
10931,96682.0
10932,46622.0
10933,64444.0
10938,34338.0
10939,110000.0
10940,46722.0
10941,63694.0
10942,44397.0
10943,41888.0
10946,74052.0
10947,150000.0
10949,120000.0
10950,8886.0
10951,8000.0
10952,99000.0
10955,39745.0
10956,6000.0
10959,6171.0
10960,72000.0
10965,111417.0
10968,130000.0
10970,32113.0
10972,107937.0
10973,10000.0
10976,95384.0
10977,41574.0
10981,100000.0
10982,128400.0
10983,152865.0
10985,90000.0
10987,53703.0
10989,44757.0
10990,60000.0
10992,4307.0
10993,41469.0
10994,155000.0
10995,43068.0
10999,125000.0
11001,107406.0
11002,65152.0
11004,28000.0
11005,75184.0
11007,48333.0
11008,1728.0
11010,55000.0
11011,68677.0
