,ConvertedCompYearly
22389,180000.0
22392,150000.0
22394,51624.0
22395,41469.0
22396,96000.0
22398,250000.0
22399,25777.0
22400,56156.0
22401,96666.0
22402,26852.0
22403,4293.0
22404,75184.0
22406,140000.0
22407,250000.0
22408,47548.0
22410,87231.0
22411,94000.0
22412,125000.0
22413,63243.0
22414,190000.0
22415,185000.0
22417,256000.0
22418,129000.0
22419,120000.0
22420,33033.0
22423,245000.0
22424,180000.0
22425,200000.0
22426,121397.0
22427,125000.0
22431,72693.0
22432,95796.0
22433,170000.0
22435,125000.0
22438,63970.0
22441,125000.0
22443,48955.0
22444,77958.0
22445,154000.0
22447,37592.0
22448,240000.0
22450,1234.0
22451,11791.0
22452,64444.0
22453,94501.0
22455,178000.0
22457,29000.0
22458,104000.0
22459,94501.0
22460,72000.0
22461,200000.0
22462,73748.0
22465,45860.0
22467,220000.0
22470,112000.0
22474,5804.0
22475,167000.0
22477,150000.0
22478,37000.0
22479,70000.0
22480,36346.0
22482,22378.0
22484,29838.0
22486,76373.0
22488,65152.0
22492,152000.0
22497,82966.0
22499,68331.0
22500,115000.0
22501,68727.0
22502,28640.0
22503,31279.0
22505,52503.0
22509,79962.0
22510,50000.0
22512,8000.0
22514,60000.0
22516,170000.0
22519,175000.0
22520,99342.0
22522,87231.0
22523,30884.0
22525,27252.0
22528,136000.0
22530,203540.0
22532,154000.0
22534,110873.0
22535,5888.0
22536,76328.0
22541,5524.0
22544,78995.0
22545,200000.0
22547,3093.0
22548,73915.0
22550,3000.0
22551,158000.0
22552,65000.0
22553,83744.0
22554,8951.0
22555,7360.0
22556,158000.0
22558,160000.0
22559,205000.0
22560,96456.0
22563,120000.0
22565,250000.0
22566,150000.0
22567,16119.0
22569,53703.0
22570,135000.0
22573,220000.0
22574,77211.0
22576,45000.0
22580,225000.0
22581,58154.0
22584,28161.0
22586,120000.0
22590,76328.0
22591,94501.0
22592,130000.0
22593,229298.0
22595,43068.0
22596,260000.0
22597,106000.0
22598,24243.0
22600,140000.0
22601,72000.0
22605,107671.0
22606,195000.0
22607,124000.0
22608,120000.0
22609,165000.0
22612,230000.0
22613,5336.0
22617,24243.0
22619,165000.0
22621,73748.0
22622,65424.0
22623,203821.0
22624,127000.0
22628,94501.0
22632,95000.0
22633,10741.0
22634,105706.0
22635,180000.0
22636,150000.0
22637,92683.0
22639,32222.0
22641,37026.0
22642,77611.0
22643,187000.0
22644,175000.0
22645,60834.0
22646,80000.0
22648,190000.0
22650,200000.0
22651,80000.0
22652,132132.0
22655,153000.0
22656,190000.0
22658,19820.0
22659,140000.0
22661,100000.0
22662,68987.0
22663,52238.0
22665,38192.0
22666,225000.0
22673,140000.0
22677,79962.0
22678,118919.0
22679,132132.0
22680,180000.0
22681,8586.0
22682,210000.0
22685,150000.0
22687,135000.0
22689,132132.0
22690,148600.0
22692,38527.0
22693,21808.0
22694,38518.0
22695,51555.0
22696,33355.0
22698,120000.0
22700,34958.0
22702,14356.0
22703,64762.0
22704,142000.0
22707,53836.0
22709,57230.0
22710,61768.0
22711,116309.0
22712,85925.0
22715,100000.0
22719,97000.0
22720,92653.0
22721,14356.0
22724,111892.0
22727,109039.0
22728,14298.0
22730,97117.0
22731,50911.0
22733,40281.0
22735,75000.0
22736,155000.0
22737,66769.0
22738,252000.0
22739,95796.0
22740,41872.0
22747,15256.0
22750,17945.0
22752,126000.0
22753,14600.0
22754,180000.0
22755,84000.0
22756,190000.0
22759,160000.0
22760,9160.0
22762,17945.0
22764,31822.0
22765,120000.0
22766,99000.0
22769,61866.0
22771,220000.0
22772,14168.0
22775,112312.0
22777,8498.0
22779,59817.0
22782,5982.0
22783,66592.0
22784,120000.0
22785,5581.0
22788,85886.0
22789,127000.0
22790,58286.0
22791,123578.0
22792,110000.0
22793,65424.0
22794,56156.0
22795,200000.0
22797,10922.0
22798,100000.0
22800,96078.0
22801,130000.0
22803,89189.0
22804,95000.0
22806,86401.0
22807,5742.0
22808,80555.0
22810,35890.0
22811,70008.0
22812,10311.0
22815,145345.0
22817,36000.0
22819,6444.0
22820,200000.0
22821,11963.0
22823,14356.0
22825,33033.0
22828,17945.0
22829,32000.0
22830,57999.0
22832,159235.0
22833,151928.0
22836,4546.0
22837,54369.0
22838,88699.0
22839,115000.0
22843,83000.0
22844,202807.0
22845,5888.0
22847,120000.0
22848,4865.0
22852,85886.0
22853,45070.0
22854,4937.0
22855,64444.0
22857,31273.0
22860,5264.0
22861,4573.0
22862,6759.0
22866,173000.0
22868,74285.0
22871,59073.0
22872,67666.0
22873,103110.0
22876,81679.0
22877,103110.0
22879,28914.0
22880,94474.0
22882,29909.0
22884,79552.0
22885,85925.0
22886,54504.0
22889,40000.0
22893,96666.0
22896,107617.0
22899,175000.0
22901,216559.0
22902,18168.0
22906,214812.0
22907,29427.0
22910,113334.0
22912,103000.0
22913,21481.0
22916,72693.0
22917,92799.0
22919,107406.0
22920,64444.0
22921,69388.0
22922,82802.0
22924,160000.0
22925,71962.0
22930,70656.0
22931,90221.0
22933,116309.0
22934,128887.0
22940,64444.0
22941,67666.0
22942,4000.0
22943,30404.0
22944,41888.0
22950,59189.0
22952,65152.0
22954,57230.0
22955,206121.0
22956,3250.0
22957,59073.0
22958,175000.0
22962,95466.0
22964,27926.0
22966,100000.0
22968,38857.0
22969,27516.0
22971,132586.0
22972,112312.0
22973,128887.0
22975,51555.0
22976,12889.0
22978,42962.0
22980,128887.0
22983,80000.0
22984,54467.0
22987,37592.0
22989,63383.0
22990,91295.0
22991,61866.0
22992,42962.0
22993,1289.0
22995,61457.0
22996,2241.0
22997,214812.0
22998,23927.0
22999,14848.0
23000,26320.0
23003,41872.0
23004,47778.0
23006,30000.0
23007,42962.0
23008,85925.0
23009,175151.0
23010,107406.0
23013,53419.0
23014,97117.0
23018,71538.0
23019,75184.0
23024,84796.0
23025,81629.0
23029,76258.0
23030,7178.0
23031,4385.0
23032,53703.0
23036,75184.0
23037,7178.0
23038,38398.0
23040,96666.0
23041,89087.0
23042,200000.0
23043,60663.0
23045,1663.0
23046,107406.0
23048,34896.0
23049,71962.0
23050,52503.0
23053,65518.0
23054,26320.0
23055,77332.0
23056,21821.0
23057,90221.0
23058,54305.0
23061,77484.0
23062,53435.0
23065,42962.0
23066,67666.0
23067,50803.0
23068,13160.0
23069,59241.0
23070,180000.0
23071,21717.0
23074,98814.0
23075,1800.0
23077,10741.0
23080,3867.0
23081,53703.0
23083,107406.0
23085,77332.0
23087,1358.0
23088,161109.0
23089,144998.0
23090,108000.0
23091,84232.0
23094,240000.0
23096,46198.0
23097,100000.0
23098,10000.0
23100,48638.0
23102,37592.0
23103,70888.0
23107,118102.0
23108,69814.0
23110,9874.0
23111,74873.0
23112,100000.0
23113,11963.0
23116,115202.0
23120,85925.0
23123,57999.0
23124,80000.0
23125,72421.0
23126,60722.0
23127,73002.0
23129,55851.0
23131,12567.0
23133,127388.0
23135,130000.0
23136,127897.0
23137,25777.0
23139,53703.0
23140,30884.0
23141,75184.0
23144,4443.0
23148,38666.0
23151,62210.0
23152,87876.0
23153,84698.0
23156,82802.0
23157,91295.0
23158,86401.0
23163,81407.0
23164,45199.0
23165,118147.0
23167,32222.0
23170,2153.0
23171,128887.0
23175,53703.0
23179,107406.0
23180,24000.0
23181,152865.0
23182,4307.0
23184,107937.0
23185,55851.0
23186,59073.0
23187,81629.0
23188,80555.0
23189,4085.0
23193,9667.0
23194,38742.0
23195,73968.0
23197,29132.0
23199,70000.0
23200,107406.0
23201,112777.0
23202,23629.0
23204,62209.0
23205,75000.0
23206,15466.0
23207,42962.0
23209,32222.0
23210,84232.0
23211,41971.0
23212,42962.0
23214,76433.0
23215,71962.0
23216,45860.0
23217,4000.0
23221,1548.0
23222,57999.0
23223,22009.0
23226,28588.0
23231,15037.0
23232,75184.0
23233,75000.0
23235,8498.0
23236,114649.0
23237,2345.0
23238,37592.0
23239,182000.0
23240,65514.0
23242,85925.0
23243,150000.0
23246,60899.0
23248,83777.0
23249,21619.0
23250,38666.0
23251,91832.0
23252,27648.0
23253,171850.0
23256,96666.0
23259,21481.0
23262,32222.0
23264,167554.0
23265,36518.0
23268,69814.0
23270,56773.0
23271,36798.0
23272,17262.0
23273,72421.0
23274,28436.0
23275,168000.0
23277,24000.0
23278,43200.0
23280,42962.0
23281,39893.0
23285,65518.0
23287,60000.0
23289,115316.0
23290,70888.0
23291,114400.0
23293,91295.0
23294,235668.0
23296,61222.0
23297,33511.0
23298,69496.0
23300,59817.0
23301,69599.0
23302,90000.0
23305,51507.0
23306,79552.0
23307,161109.0
23308,55000.0
23310,133700.0
23311,57000.0
23315,161109.0
23316,17279.0
23318,1244.0
23319,114649.0
23321,35551.0
23322,22555.0
23323,44818.0
23324,5939.0
23325,214812.0
23326,85350.0
23328,101910.0
23329,126847.0
23330,34370.0
23331,80254.0
23332,75184.0
23335,32285.0
23337,41574.0
23339,112777.0
23341,4785.0
23343,118147.0
23345,6000.0
23346,6939.0
23347,60000.0
23348,45000.0
23349,53703.0
23352,102929.0
23354,45111.0
23356,53317.0
23359,135332.0
23360,12889.0
23361,50554.0
23362,64444.0
23363,7628.0
23365,83296.0
23368,214812.0
23369,59073.0
23371,59073.0
23372,58146.0
23374,118147.0
23375,53703.0
23380,99363.0
23381,5718.0
23382,180000.0
23386,57601.0
23387,48000.0
23389,57999.0
23390,7477.0
23392,6250.0
23394,49648.0
23396,87231.0
23397,52080.0
23399,4540.0
23400,63370.0
23401,55046.0
23402,44640.0
23403,111417.0
23404,89172.0
23405,53503.0
23406,20545.0
23407,72295.0
23408,3000.0
23409,56372.0
23410,85925.0
23411,78431.0
23412,36179.0
23413,60147.0
23414,161109.0
23415,73036.0
23416,167125.0
23418,86999.0
23419,86870.0
23420,88000.0
23422,99099.0
23423,19200.0
23424,76277.0
23426,51555.0
23428,24684.0
23429,107138.0
23431,100801.0
23432,48000.0
23433,32222.0
23434,14787.0
23435,3445.0
23436,154986.0
23437,86613.0
23440,48407.0
23441,40814.0
23442,71904.0
23443,71090.0
23444,21481.0
23445,69916.0
23448,57325.0
23452,20241.0
23453,50955.0
23454,67666.0
23455,51555.0
23458,48000.0
23459,200000.0
23460,83777.0
23461,50000.0
23462,30573.0
23463,5370.0
23464,1975.0
23466,152865.0
23467,82785.0
23468,53797.0
23470,67666.0
23471,65805.0
23472,76433.0
23473,40277.0
23474,112777.0
23475,64659.0
23476,73244.0
23477,11848.0
23479,103110.0
23483,7360.0
23484,96666.0
23485,16111.0
23487,8592.0
23488,7000.0
23489,57325.0
23490,17479.0
23491,77332.0
23492,107406.0
23493,67666.0
23495,64981.0
23496,64444.0
23498,54000.0
23500,8067.0
23501,8055.0
23502,64444.0
23505,6081.0
23506,72977.0
23507,74239.0
23508,85925.0
23509,69814.0
23510,1284.0
23511,53205.0
23512,1316.0
23513,29000.0
23514,27595.0
23515,128887.0
23517,38095.0
23519,18259.0
23520,66066.0
23522,33036.0
23524,21481.0
23526,9504.0
23527,68789.0
23528,7896.0
23529,99888.0
23530,95872.0
23532,171974.0
23533,200000.0
23534,84851.0
23535,64000.0
23536,34907.0
23537,171850.0
23538,53703.0
23539,64444.0
23541,89087.0
23543,14356.0
23544,58536.0
23546,85925.0
23548,26852.0
23551,91295.0
23552,30000.0
23553,69814.0
23555,81629.0
23556,95592.0
23558,49407.0
23560,80000.0
23562,82785.0
23563,49368.0
23566,96666.0
23567,42923.0
23569,115000.0
23570,42962.0
23571,85925.0
23573,89112.0
23575,48333.0
23577,96815.0
23580,23629.0
23581,35951.0
23582,37026.0
23589,55851.0
23590,1481.0
23591,112309.0
23592,38216.0
23593,85925.0
23595,38240.0
23601,89134.0
23603,25123.0
23604,107406.0
23606,111417.0
23607,34370.0
23608,59073.0
23610,107406.0
23612,57999.0
23613,53703.0
23614,144002.0
23615,53596.0
23616,17945.0
23617,67666.0
23620,66647.0
23621,21600.0
23622,101910.0
23623,31105.0
23624,69814.0
23626,17129.0
23628,157000.0
23629,17279.0
23630,51592.0
23634,85925.0
23637,46185.0
23638,41963.0
23640,17227.0
23642,48333.0
23643,50355.0
23645,27929.0
23646,13160.0
23647,68789.0
23650,75184.0
23651,64444.0
23654,67516.0
23655,108280.0
23657,15553.0
23661,103935.0
23663,59073.0
23664,77332.0
23665,95796.0
23666,108280.0
23670,29000.0
23671,96666.0
23673,69814.0
23676,79777.0
23679,4124.0
23681,86870.0
23682,107406.0
23684,75184.0
23686,165604.0
23687,56773.0
23688,118919.0
23689,1481.0
23690,15466.0
23691,93591.0
23692,85925.0
23695,65514.0
23697,14150.0
23698,50955.0
23699,120295.0
23700,123999.0
23701,75184.0
23702,92369.0
23705,105706.0
23706,19253.0
23708,23182.0
23709,11963.0
23711,79481.0
23713,37618.0
23715,42962.0
23717,17945.0
23718,12585.0
23723,1481.0
23725,9667.0
23726,52844.0
23727,71962.0
23729,59073.0
23731,150000.0
23732,22555.0
23733,44586.0
23736,42962.0
23737,23927.0
23738,49622.0
23739,26852.0
23740,85000.0
23742,24703.0
23743,38666.0
23747,80555.0
23748,24703.0
23749,200000.0
23752,79481.0
23753,94037.0
23757,139628.0
23758,57999.0
23760,75184.0
23761,5435.0
23763,54777.0
23765,38666.0
23767,44265.0
23768,38216.0
23769,20000.0
23770,46878.0
23771,59872.0
23772,7998.0
23773,107406.0
23774,53943.0
23775,25777.0
23776,10381.0
23777,64444.0
23778,111464.0
23781,60000.0
23784,223785.0
23786,128887.0
23787,140000.0
23788,56925.0
23789,5179.0
23790,206121.0
23791,64444.0
23792,58427.0
23793,85173.0
23794,100000.0
23795,96666.0
23798,64570.0
23800,36088.0
23801,43978.0
23803,23629.0
23807,129524.0
23815,5742.0
23816,42489.0
23819,61062.0
23821,75184.0
23823,4482.0
23824,42962.0
23826,150369.0
23829,57999.0
23830,215000.0
23831,128887.0
23833,56388.0
23834,75184.0
23836,170000.0
23837,210000.0
23838,17501.0
23840,118147.0
23844,66592.0
23847,53703.0
23848,27822.0
23849,48917.0
23851,53703.0
23852,37592.0
23854,77332.0
23855,198725.0
23858,100000.0
23859,35444.0
23860,47059.0
23861,79552.0
23863,130847.0
23864,26066.0
23865,88073.0
23866,139628.0
23867,200000.0
23869,53703.0
23870,64444.0
23871,91295.0
23873,106960.0
23874,143076.0
23875,3805.0
23876,1400.0
23878,77833.0
23879,161109.0
23881,6292.0
23884,69814.0
23886,57600.0
23890,95541.0
23892,50955.0
23894,141500.0
23896,1555.0
23897,21968.0
23898,29909.0
23899,53808.0
23900,84232.0
23901,134258.0
23902,98223.0
23903,85925.0
23904,44430.0
23905,16111.0
23906,205136.0
23907,77332.0
23909,41872.0
23910,175000.0
23911,178343.0
23912,4457.0
23914,34748.0
23915,53503.0
23917,85000.0
23919,27969.0
23921,22020.0
23922,102302.0
23924,125525.0
23925,34017.0
23927,62000.0
23929,184000.0
23930,64444.0
23933,98814.0
23934,54000.0
23935,42892.0
23936,102036.0
23937,41176.0
23938,14356.0
23941,67227.0
23942,99363.0
23944,70444.0
23945,25777.0
23946,140127.0
23948,91295.0
23951,109039.0
23953,42923.0
23954,128887.0
23955,69062.0
23957,47977.0
23960,249600.0
23961,38666.0
23962,170700.0
23963,81579.0
23964,12000.0
23966,53703.0
23967,53317.0
23968,105000.0
23970,108738.0
23971,1436.0
23972,64603.0
23975,13427.0
23978,175000.0
23980,100000.0
23981,150000.0
23982,36051.0
23984,4923.0
23986,53703.0
23987,99888.0
23988,200000.0
23991,120000.0
23992,131472.0
23995,44544.0
23998,3909.0
24001,20036.0
24002,9111.0
24003,105732.0
24007,75184.0
24008,61866.0
24009,112476.0
24010,96666.0
24013,190000.0
24014,36266.0
24015,62296.0
24016,160000.0
24020,4826.0
24021,54000.0
24022,16183.0
24023,95000.0
24026,100636.0
24028,57999.0
24029,263145.0
24030,3000.0
24031,47692.0
24032,200000.0
24033,45797.0
24036,155000.0
24038,94147.0
24039,2164.0
24041,185000.0
24042,48333.0
24043,240000.0
24044,36019.0
24047,84138.0
24048,27600.0
24050,26955.0
24051,105000.0
24052,5000.0
24054,56465.0
24055,80555.0
24056,45433.0
24059,118147.0
24060,69599.0
24062,17937.0
24063,170000.0
24064,240000.0
24065,80555.0
24066,94501.0
24069,155000.0
24070,220000.0
24071,64444.0
24072,44831.0
24073,17129.0
24074,12000.0
24075,59073.0
24076,2592.0
24077,27926.0
24078,171850.0
24079,237600.0
24082,13213.0
24087,1703.0
24088,51991.0
24089,14832.0
24090,50000.0
24092,31071.0
24095,42962.0
24096,65578.0
24098,129936.0
24099,210000.0
24100,9056.0
24101,45111.0
24102,203661.0
24103,110000.0
24107,12000.0
24110,35854.0
24112,56051.0
24113,177000.0
24114,27926.0
24115,18911.0
24116,40110.0
24118,63694.0
24119,33258.0
24120,65000.0
24122,9568.0
24124,50000.0
24125,80000.0
24127,195000.0
24130,33568.0
24131,59073.0
24132,107406.0
24133,139628.0
24135,24243.0
24137,26751.0
24139,230000.0
24140,19333.0
24141,77992.0
24143,97143.0
24145,111417.0
24148,240000.0
24149,52991.0
24150,145000.0
24152,134921.0
24153,35669.0
24154,51988.0
24158,21777.0
24159,59073.0
24161,85925.0
24162,200000.0
24163,66592.0
24166,70000.0
24167,5384.0
24169,158918.0
24170,25777.0
24171,100000.0
24174,78407.0
24175,58154.0
24176,36701.0
24177,91295.0
24181,10741.0
24183,88073.0
24184,90866.0
24187,148000.0
24189,85925.0
24192,136105.0
24195,70193.0
24196,155000.0
24197,35620.0
24198,91295.0
24199,146496.0
24200,48333.0
24202,22378.0
24203,112309.0
24204,128887.0
24205,40000.0
24206,53703.0
24209,109000.0
24210,100000.0
24211,115000.0
24212,59817.0
24213,18089.0
24215,85000.0
24216,124800.0
24217,17772.0
24218,200000.0
24220,33600.0
24221,200000.0
24223,19820.0
24224,46185.0
24225,225000.0
24227,94501.0
24231,131000.0
24232,121018.0
24233,37592.0
24234,53703.0
24236,7896.0
24237,124397.0
24238,22378.0
24239,120000.0
24240,87231.0
24244,150000.0
24245,52122.0
24248,61651.0
24249,8909.0
24250,123000.0
24251,150000.0
24252,83744.0
24254,71534.0
24255,82703.0
24257,35444.0
24258,110000.0
24259,32222.0
24260,94501.0
24261,90000.0
24262,93591.0
24263,4983.0
24265,99888.0
24266,98089.0
24270,134000.0
24271,95026.0
24272,225000.0
24273,65000.0
24274,53808.0
24277,52561.0
24279,250000.0
24281,70888.0
24282,21717.0
24283,120000.0
24290,59073.0
24291,161109.0
24292,2871.0
24295,130358.0
24297,9479.0
24298,84138.0
24299,82802.0
24300,93591.0
24301,134258.0
24304,53703.0
24305,88685.0
24306,61789.0
24308,37377.0
24314,53208.0
24315,54664.0
24319,2294.0
24321,69814.0
24322,81629.0
24323,153000.0
24326,40814.0
24327,48333.0
24329,122222.0
24330,80000.0
24331,50000.0
24332,48333.0
24333,231600.0
24335,63694.0
24336,175000.0
24337,121018.0
24341,18152.0
24342,49368.0
24343,218000.0
24344,25443.0
24346,150369.0
24348,80555.0
24349,40000.0
24350,20000.0
24351,7161.0
24352,32301.0
24353,126384.0
24354,150000.0
24355,8614.0
24357,33758.0
24358,60000.0
24359,63799.0
24361,21534.0
24366,150000.0
24367,106500.0
24369,39740.0
24370,65060.0
24371,190000.0
24373,108000.0
24378,2549.0
24379,35890.0
24381,100000.0
24382,53503.0
24383,110000.0
24386,87000.0
24389,103619.0
24391,180000.0
24392,85925.0
24394,65000.0
24395,5581.0
24396,98000.0
24397,75184.0
24398,67666.0
24400,55000.0
24401,67129.0
24410,42962.0
24412,96666.0
24413,86900.0
24416,123000.0
24417,104000.0
24418,28011.0
24419,76714.0
24420,50773.0
24421,70000.0
24422,141000.0
24423,122402.0
24424,161109.0
24428,30933.0
24429,42000.0
24434,2000.0
24435,69814.0
24436,48333.0
24438,46622.0
24441,152865.0
24442,73839.0
24443,120000.0
24446,41888.0
24447,28662.0
24449,14474.0
24451,53703.0
24452,200000.0
24455,3137.0
24456,121018.0
24458,53703.0
24460,58184.0
24462,19333.0
24465,96666.0
24466,107563.0
24467,63694.0
24468,145000.0
24469,51555.0
24470,89726.0
24471,170000.0
24474,230000.0
24476,85925.0
24478,180000.0
24481,140000.0
24482,120000.0
24483,63694.0
24489,37297.0
24490,70063.0
24494,61046.0
24500,170000.0
24502,53703.0
24503,55190.0
24505,100000.0
24506,10800.0
24508,6723.0
24509,121000.0
24510,101770.0
24511,129464.0
24512,147000.0
24513,185000.0
24515,84458.0
24517,130000.0
24518,125000.0
24519,58154.0
24522,52812.0
24523,60147.0
24528,143000.0
24529,130000.0
24532,2962.0
24534,142000.0
24535,64444.0
24537,185000.0
24538,118147.0
24540,32610.0
24543,14600.0
24544,23847.0
24545,120000.0
24546,200000.0
24548,96000.0
24549,55851.0
24550,93443.0
24551,4186.0
24552,17903.0
24554,26852.0
24555,120000.0
24556,30884.0
24557,107406.0
24558,157500.0
24559,155000.0
24560,110000.0
24561,75370.0
24562,74595.0
24564,68740.0
24566,77000.0
24568,170000.0
24570,30000.0
24571,2393.0
24574,174925.0
24577,92293.0
24578,50420.0
24579,85000.0
24580,42962.0
24582,48407.0
24583,19603.0
24584,6527.0
24585,91569.0
24590,27787.0
24591,69814.0
24592,175000.0
24593,3350.0
24594,89172.0
24596,48333.0
24597,150000.0
24598,19797.0
24601,51555.0
24602,40356.0
24603,85925.0
24605,54520.0
24606,150000.0
24607,21481.0
24608,120100.0
24609,130000.0
24610,3000.0
24612,160000.0
24615,11000.0
24618,53703.0
24619,62000.0
24621,20734.0
24622,116309.0
24623,151112.0
24624,90866.0
24625,75184.0
24626,20517.0
24627,6043.0
24628,18649.0
24629,6050.0
24630,96500.0
24633,180000.0
24634,100000.0
24637,250000.0
24638,54000.0
24639,69814.0
24640,170000.0
24642,160000.0
24646,63600.0
24650,52216.0
24651,47796.0
24653,3237.0
24655,10909.0
24656,40000.0
24658,121400.0
24660,72000.0
24662,85000.0
24664,118000.0
24665,12342.0
24666,180000.0
24668,66242.0
24670,5000.0
24671,48742.0
24678,110000.0
24680,102000.0
24681,59073.0
24683,75184.0
24684,4020.0
24685,51555.0
24686,60000.0
24687,155984.0
24689,250000.0
24690,80555.0
24691,2363.0
24692,58154.0
24693,123578.0
24695,60577.0
24698,8951.0
24700,28880.0
24701,170000.0
24702,4054.0
24703,4453.0
24709,51600.0
24711,150000.0
24714,138000.0
24715,167850.0
24717,165000.0
24721,190000.0
24723,46326.0
24724,64444.0
24725,165000.0
24727,63694.0
24732,1975.0
24733,25777.0
24735,170000.0
24738,33817.0
24740,61710.0
24742,30074.0
24743,57230.0
24744,7200.0
24745,150000.0
24748,73000.0
24750,140000.0
24752,43822.0
24753,46512.0
24757,57999.0
24758,36346.0
24759,108000.0
24760,56925.0
24763,73885.0
24764,222500.0
24765,52433.0
24766,70000.0
24767,74239.0
24770,105000.0
24771,88572.0
24773,39000.0
24774,29909.0
24775,155429.0
24776,76800.0
24778,68300.0
24779,75184.0
24780,160000.0
24781,14919.0
24782,17903.0
24784,32222.0
24787,89000.0
24789,140000.0
24790,167125.0
24791,144998.0
24793,96000.0
24796,65424.0
24797,59246.0
24798,62796.0
24802,12000.0
24804,109000.0
24805,19371.0
24806,155000.0
24807,170000.0
24808,23927.0
24809,50000.0
24810,57230.0
24811,47513.0
24815,60000.0
24816,90000.0
24817,80500.0
24819,183000.0
24820,45875.0
24822,32884.0
24823,23450.0
24824,56773.0
24825,53703.0
24826,161109.0
24828,146496.0
24830,56604.0
24831,77332.0
24832,95000.0
24833,31000.0
24834,200000.0
24835,36162.0
24836,191082.0
24837,91295.0
24838,60000.0
24840,29644.0
24844,80555.0
24845,36000.0
24848,123999.0
24850,16341.0
24851,1481.0
24852,100000.0
24854,106000.0
24855,87231.0
24856,100000.0
24858,175000.0
24859,28712.0
24860,125000.0
24861,100000.0
24863,65165.0
24864,188000.0
24866,95033.0
24868,52022.0
24869,64444.0
24872,42962.0
24873,37000.0
24876,109554.0
24877,46185.0
24880,64444.0
24882,80000.0
24885,82802.0
24888,40061.0
24889,175000.0
24890,230000.0
24893,225000.0
24894,91000.0
24897,1975.0
24898,64919.0
24901,2468.0
24904,3356.0
24907,152655.0
24908,200000.0
24914,220000.0
24915,95000.0
24917,161109.0
24918,19333.0
24920,6000.0
24922,150000.0
24923,73885.0
24924,102036.0
24926,66000.0
24927,1382.0
24928,47393.0
24929,140000.0
24931,59391.0
24936,3261.0
24937,133700.0
24939,40814.0
24940,153641.0
24941,152865.0
24944,8973.0
24945,61457.0
24947,22378.0
24949,70000.0
24951,115000.0
24953,175000.0
24955,97000.0
24957,180000.0
24959,165000.0
24960,28806.0
24961,74755.0
24963,38666.0
24964,75184.0
24965,56086.0
24968,51555.0
24970,27719.0
24971,191000.0
24972,37200.0
24973,86500.0
24974,53703.0
24975,145715.0
24977,200000.0
24979,164000.0
24980,92884.0
24982,109039.0
24983,80000.0
24984,30671.0
24985,148184.0
24988,50000.0
24989,120000.0
24990,175000.0
24991,42122.0
24992,44586.0
24993,57230.0
24994,180000.0
24995,57230.0
24996,108000.0
24997,185000.0
25001,100000.0
25002,4232.0
25004,155000.0
25005,2601.0
25006,83777.0
25010,140000.0
25012,150000.0
25013,120000.0
25015,41214.0
25016,180350.0
25019,107406.0
25021,29621.0
25022,60000.0
25023,28866.0
25024,135000.0
25026,36000.0
25029,201000.0
25030,94517.0
25031,78183.0
25032,29838.0
25033,107406.0
25035,74595.0
25036,128887.0
25037,81994.0
25038,92369.0
25043,130000.0
25044,250000.0
25045,25996.0
25047,61222.0
25048,65000.0
25049,105000.0
25051,145386.0
25052,31210.0
25053,25000.0
25054,90000.0
25055,178343.0
25057,120000.0
25058,194000.0
25063,130000.0
25067,58000.0
25070,160000.0
25071,62000.0
25072,83500.0
25073,127388.0
25075,35000.0
25077,110882.0
25079,35890.0
25080,190000.0
25082,79962.0
25085,32222.0
25086,175000.0
25087,110000.0
25088,3222.0
25090,138117.0
25091,20692.0
25092,160000.0
25093,42962.0
25094,175000.0
25095,20000.0
25096,67666.0
25100,145000.0
25104,225000.0
25106,107000.0
25108,210000.0
25109,42000.0
25112,85886.0
25113,45111.0
25115,53703.0
25116,250000.0
25117,54520.0
25120,170000.0
25121,105000.0
25125,20354.0
25126,100000.0
25127,90000.0
25128,73748.0
25129,22930.0
25130,50000.0
25132,1234.0
25133,70000.0
25134,215000.0
25137,105405.0
25138,110000.0
25139,140000.0
25142,80000.0
25143,160000.0
25144,80000.0
25147,46092.0
25150,91295.0
25151,152865.0
25152,160000.0
25154,53503.0
25155,48000.0
25156,73036.0
25157,185000.0
25158,89172.0
25160,110622.0
25161,87231.0
25169,40000.0
25171,43616.0
25173,180000.0
25176,121000.0
25179,132132.0
25180,171000.0
25181,68000.0
25183,80555.0
25184,37592.0
25186,35341.0
25187,3589.0
25188,130847.0
25189,36000.0
25192,98331.0
25194,196650.0
25197,37061.0
25199,8409.0
25201,250000.0
25204,29000.0
25205,16800.0
25206,185000.0
25208,72000.0
25215,48000.0
25216,240000.0
25217,8951.0
25218,65271.0
25222,168000.0
25226,200000.0
25231,156649.0
25235,26000.0
25236,32000.0
25237,55190.0
25240,75000.0
25241,152000.0
25244,4785.0
25245,49000.0
25248,10304.0
25249,29909.0
25250,70000.0
25258,8039.0
25259,28712.0
25260,12342.0
25261,29621.0
25263,38000.0
25270,254425.0
25271,29909.0
25272,1700.0
25274,17945.0
25275,13477.0
25276,23123.0
25279,8374.0
25281,205000.0
25285,8067.0
25286,54600.0
25288,11963.0
25290,121000.0
25291,87868.0
25293,74655.0
25295,105000.0
25296,90000.0
25297,7200.0
25303,22237.0
25304,20000.0
25307,37056.0
25311,21619.0
25313,51555.0
25316,40000.0
25317,150000.0
25320,64444.0
25321,70888.0
25323,75184.0
25330,155000.0
25332,60000.0
